"country" "taxRich" "religiousLaw" "freeElection" "helpUnemp" "armyTakesOver" "civilRights" "equalIncome" "obeyRulers" "genderEquality" "importance"
"461" "Turkey" 8 7 10 7 2 10 10 2 10 10
"462" "Ukraine" 9 5 8 9 6 8 8 6 8 5
"463" "Belarus" 7 2 10 9 1 10 2 1 10 10
"464" "Estonia" 10 4 10 10 1 10 8 3 10 10
"465" "Georgia" 1 10 10 10 1 10 1 1 10 10
"466" "Germany" 10 1 10 10 1 10 10 7 10 8
"467" "Kazakhstan" 4 6 10 10 7 5 9 6 10 7
"468" "Netherlands" 7 2 8 8 2 8 8 2 10 9
"469" "Poland" 8 4 9 5 5 7 4 4 4 9
"470" "Romania" 10 1 10 10 10 10 10 10 10 10
"471" "Russia" 9 1 8 10 3 7 10 8 8 10
"472" "Slovenia" 4 1 9 7 5 8 2 2 8 9
"473" "Spain" 9 3 10 10 1 9 9 8 10 9
"474" "Sweden" 8 1 10 7 1 10 2 1 9 10
"475" "Turkey" 10 1 10 10 1 10 10 1 10 10
"476" "Ukraine" 10 1 10 10 1 8 10 1 5 10
"477" "Belarus" 7 7 6 4 7 9 8 7 4 7
"478" "Estonia" 6 3 8 5 1 5 9 7 9 8
"479" "Georgia" 1 10 10 5 1 10 5 3 9 10
"480" "Germany" 9 4 9 10 7 4 9 1 8 10
"481" "Kazakhstan" 6 4 9 7 9 7 4 5 10 10
"482" "Netherlands" 5 5 5 4 5 6 5 4 6 5
"483" "Poland" 7 7 6 6 8 8 8 6 8 5
"484" "Romania" 6 1 10 8 1 10 5 1 10 10
"485" "Russia" 7 5 6 4 7 7 6 6 5 8
"486" "Slovenia" 9 2 9 9 1 8 9 4 10 10
"487" "Spain" 2 1 8 6 1 5 5 7 7 8
"488" "Sweden" 5 5 5 5 5 5 5 5 5 8
"489" "Turkey" 8 2 5 6 5 7 8 1 8 8
"490" "Ukraine" 8 9 6 8 6 7 6 8 8 9
"491" "Belarus" 9 1 9 9 1 9 9 9 9 10
"492" "Estonia" 8 7 6 8 7 6 8 8 7 6
"493" "Georgia" 2 6 7 4 3 8 7 8 9 10
"494" "Germany" 10 1 10 10 2 10 7 1 10 10
"495" "Kazakhstan" 10 2 4 9 1 10 9 9 9 10
"496" "Netherlands" 10 1 10 10 1 10 4 1 10 10
"497" "Poland" 3 5 8 6 4 7 3 5 8 8
"498" "Romania" 8 2 10 10 7 10 1 10 10 10
"499" "Russia" 5 5 5 5 5 5 5 5 7 8
"500" "Slovenia" 5 4 5 6 5 4 4 5 5 5
"501" "Spain" 9 4 4 5 5 6 5 6 9 6
"502" "Sweden" 2 1 10 1 1 10 1 1 10 10
"503" "Turkey" 10 2 9 2 2 10 9 10 8 9
"504" "Ukraine" 2 1 8 5 5 5 8 1 9 6
"505" "Belarus" 3 3 9 3 3 9 1 5 8 4
"506" "Estonia" 9 7 9 9 4 9 9 6 9 7
"507" "Georgia" 6 5 10 10 1 10 10 10 5 10
"508" "Germany" 7 8 10 5 3 10 10 3 10 8
"509" "Kazakhstan" 10 1 9 10 1 10 10 8 10 10
"510" "Netherlands" 5 2 8 3 3 8 4 4 9 7
"511" "Poland" 3 4 10 3 3 8 1 3 10 8
"512" "Romania" 4 1 9 3 3 3 3 1 9 9
"513" "Russia" 10 2 10 10 10 10 10 10 10 9
"514" "Slovenia" 8 1 10 5 1 10 9 5 10 10
"515" "Spain" 7 6 7 7 3 7 6 7 9 6
"516" "Sweden" 5 5 5 6 5 5 5 6 10 6
"517" "Turkey" 9 7 6 7 7 6 9 7 7 7
"518" "Ukraine" 10 1 10 10 8 10 10 10 10 8
"519" "Belarus" 10 3 10 10 1 10 8 2 10 1
"520" "Estonia" 3 4 10 10 1 10 6 6 10 10
"521" "Georgia" 6 2 3 7 1 7 6 8 4 5
"522" "Germany" 7 3 10 8 2 10 7 6 10 8
"523" "Kazakhstan" 8 6 6 9 7 7 6 6 8 6
"524" "Netherlands" 7 5 7 7 4 6 5 5 10 10
"525" "Poland" 5 1 1 2 7 2 2 1 10 10
"526" "Romania" 6 7 8 9 10 9 3 3 3 10
"527" "Russia" 10 1 10 10 10 10 10 7 7 10
"528" "Slovenia" 9 1 10 7 10 10 7 2 10 10
"529" "Spain" 8 1 10 10 1 10 4 1 10 10
"530" "Sweden" 5 1 9 5 8 10 5 2 10 10
"531" "Turkey" 10 9 7 8 7 10 9 10 9 8
"532" "Ukraine" 6 3 7 7 5 7 5 5 8 10
"533" "Belarus" 5 5 5 5 5 5 5 5 5 5
"534" "Estonia" 10 5 8 8 3 9 8 6 10 10
"535" "Georgia" 4 4 10 9 2 9 3 4 10 10
"536" "Germany" 10 1 10 8 1 10 8 1 10 10
"537" "Kazakhstan" 6 5 4 2 2 3 2 3 8 9
"538" "Netherlands" 4 3 8 3 3 9 4 8 9 9
"539" "Poland" 4 5 4 2 4 2 2 5 10 5
"540" "Romania" 6 1 2 3 1 2 2 2 1 4
"541" "Russia" 9 3 10 10 3 10 9 9 10 8
"542" "Slovenia" 8 1 10 10 1 10 6 8 10 10
"543" "Spain" 8 1 10 8 1 8 10 10 10 10
"544" "Sweden" 1 1 10 8 1 8 1 1 10 10
"545" "Turkey" 7 8 7 8 9 8 9 10 9 9
"546" "Ukraine" 10 1 10 10 9 7 8 1 10 10
"547" "Belarus" 3 1 5 5 2 5 5 5 5 9
"548" "Estonia" 7 4 9 8 3 9 10 7 10 8
"549" "Georgia" 6 6 10 6 5 5 7 7 9 9
"550" "Germany" 10 1 10 8 1 10 7 1 10 8
"551" "Kazakhstan" 2 5 9 9 1 9 5 8 9 10
"552" "Netherlands" 5 5 5 4 4 6 5 7 6 7
"553" "Poland" 6 1 10 10 3 10 1 3 8 8
"554" "Romania" 1 1 10 10 1 10 7 7 10 10
"555" "Russia" 10 1 10 10 2 10 10 10 10 10
"556" "Slovenia" 5 1 10 7 1 10 1 1 10 10
"557" "Spain" 5 3 7 7 3 8 5 6 9 10
"558" "Sweden" 3 2 8 3 3 7 4 3 10 8
"559" "Turkey" 10 9 8 8 1 8 9 6 8 10
"560" "Ukraine" 1 1 10 9 1 10 10 8 10 10
"561" "Belarus" 6 10 7 8 7 10 8 9 10 7
"562" "Estonia" 2 2 9 8 5 9 9 4 10 10
"563" "Georgia" 4 2 10 9 4 10 4 10 9 10
"564" "Germany" 9 1 10 8 1 10 10 1 10 10
"565" "Kazakhstan" 10 1 10 10 1 5 5 5 10 10
"566" "Netherlands" 6 2 7 7 2 6 5 2 5 8
"567" "Poland" 8 8 8 8 3 8 7 7 10 10
"568" "Romania" 4 1 10 10 3 10 10 3 10 10
"569" "Russia" 1 1 9 2 2 2 2 9 9 8
"570" "Slovenia" 10 1 10 1 1 10 10 10 10 10
"571" "Spain" 8 8 8 8 9 8 8 8 8 8
"572" "Sweden" 5 1 10 5 1 10 1 5 9 10
"573" "Turkey" 10 6 10 10 9 10 10 10 10 9
"574" "Ukraine" 5 6 5 5 5 4 5 5 5 8
"575" "Belarus" 5 5 8 8 5 7 6 5 5 7
"576" "Estonia" 8 7 9 10 8 10 10 9 10 10
"577" "Georgia" 1 1 10 10 1 10 1 1 10 10
"578" "Germany" 5 1 10 8 1 5 5 1 10 10
"579" "Kazakhstan" 10 8 10 10 6 10 10 7 10 8
"580" "Netherlands" 5 1 7 7 1 8 5 2 8 9
"581" "Poland" 8 7 10 10 4 10 10 8 10 10
"582" "Romania" 8 2 10 9 5 10 10 7 9 10
"583" "Russia" 10 1 1 1 5 1 8 10 10 9
"584" "Slovenia" 8 1 10 8 2 8 9 3 9 8
"585" "Spain" 8 6 9 9 6 9 9 9 9 10
"586" "Sweden" 6 1 10 8 1 10 8 4 10 10
"587" "Turkey" 8 9 9 8 8 8 9 7 7 8
"588" "Ukraine" 7 5 10 8 2 7 5 5 8 9
"589" "Belarus" 3 1 10 3 3 10 3 5 5 5
"590" "Estonia" 8 3 6 8 5 7 9 7 8 8
"591" "Georgia" 9 9 8 9 3 7 6 8 8 7
"592" "Germany" 5 1 10 8 1 8 5 1 10 9
"593" "Kazakhstan" 6 7 8 8 5 6 7 5 8 10
"594" "Netherlands" 4 1 7 6 3 7 5 5 7 8
"595" "Poland" 5 3 9 9 1 10 1 2 10 10
"596" "Romania" 7 1 10 10 1 10 10 6 10 10
"597" "Russia" 10 4 10 10 2 10 10 10 10 9
"598" "Slovenia" 5 6 10 8 3 10 10 5 10 7
"599" "Spain" 10 10 10 10 1 9 9 7 10 10
"600" "Sweden" 6 1 10 10 1 10 1 10 10 10
"601" "Turkey" 5 5 5 10 1 5 5 5 5 6
"602" "Ukraine" 8 3 10 8 3 9 9 3 9 10
"603" "Belarus" 5 5 10 10 1 1 7 9 10 10
"604" "Estonia" 9 1 9 9 1 9 9 9 10 5
"605" "Georgia" 3 4 7 6 4 3 4 6 6 9
"606" "Germany" 6 1 10 10 1 10 4 1 10 10
"607" "Kazakhstan" 1 1 10 1 1 10 1 2 10 10
"608" "Netherlands" 6 1 10 10 1 10 3 5 10 10
"609" "Poland" 5 5 5 5 5 5 5 5 5 9
"610" "Romania" 7 2 10 10 10 10 10 10 10 10
"611" "Russia" 5 5 5 5 5 5 5 5 5 5
"612" "Slovenia" 10 1 10 1 1 10 10 10 10 10
"613" "Spain" 7 1 9 9 1 10 10 5 10 10
"614" "Sweden" 10 1 10 10 1 10 5 5 10 10
"615" "Turkey" 9 8 7 8 9 8 7 8 9 9
"616" "Ukraine" 4 6 6 8 8 5 7 6 5 7
"617" "Belarus" 5 3 8 8 4 5 5 8 8 9
"618" "Estonia" 6 2 8 7 2 10 7 3 9 5
"619" "Georgia" 9 6 9 9 1 3 7 7 9 10
"620" "Germany" 8 1 10 10 1 10 1 1 10 10
"621" "Kazakhstan" 5 5 5 7 7 7 5 6 10 10
"622" "Netherlands" 3 1 10 9 1 10 6 7 10 10
"623" "Poland" 5 5 6 7 4 6 6 5 10 10
"624" "Romania" 1 1 10 10 1 10 10 1 10 10
"625" "Russia" 1 3 10 10 6 4 10 7 9 9
"626" "Slovenia" 8 8 8 8 3 8 8 8 8 8
"627" "Spain" 10 1 10 10 1 10 1 5 10 10
"628" "Sweden" 1 1 10 7 1 10 1 8 10 10
"629" "Turkey" 10 10 6 7 6 5 7 6 5 9
"630" "Ukraine" 10 1 10 10 1 10 3 5 10 10
"631" "Belarus" 10 1 10 10 10 10 10 10 10 10
"632" "Estonia" 7 3 7 8 5 7 8 4 9 8
"633" "Georgia" 5 6 7 5 8 10 8 9 9 8
"634" "Germany" 1 9 1 1 10 8 8 7 1 10
"635" "Kazakhstan" 8 7 10 10 7 10 10 8 10 9
"636" "Netherlands" 8 1 8 8 1 10 8 3 10 10
"637" "Poland" 5 10 10 10 1 10 10 5 10 10
"638" "Romania" 10 10 10 10 9 10 10 10 10 10
"639" "Russia" 6 7 4 5 5 8 3 4 9 7
"640" "Slovenia" 8 2 9 2 2 7 3 3 8 10
"641" "Spain" 7 1 10 9 1 10 6 6 10 10
"642" "Sweden" 9 1 8 9 5 8 7 3 10 9
"643" "Turkey" 10 7 5 10 9 10 7 9 10 6
"644" "Ukraine" 10 2 10 10 10 10 10 1 10 10
"645" "Belarus" 7 3 9 10 1 8 6 7 9 8
"646" "Estonia" 5 6 10 9 9 9 4 6 10 8
"647" "Georgia" 7 4 6 9 1 6 6 5 6 9
"648" "Germany" 10 1 10 10 1 10 5 1 10 10
"649" "Kazakhstan" 10 7 10 9 10 10 9 9 10 9
"650" "Netherlands" 7 1 10 7 1 10 1 3 10 10
"651" "Poland" 1 1 5 10 5 5 1 1 10 7
"652" "Romania" 6 1 10 10 1 1 1 1 10 5
"653" "Russia" 6 2 7 8 5 6 5 4 5 5
"654" "Slovenia" 10 1 10 10 1 10 10 5 10 10
"655" "Spain" 5 5 5 5 5 5 5 5 5 9
"656" "Sweden" 8 2 10 2 1 10 1 1 10 10
"657" "Turkey" 6 7 5 5 6 5 5 5 5 5
"658" "Ukraine" 6 3 8 8 4 8 8 5 9 9
"659" "Belarus" 5 5 5 5 5 4 5 5 5 9
"660" "Estonia" 7 1 9 9 2 9 9 1 9 10
"661" "Georgia" 1 1 10 10 1 10 1 1 10 10
"662" "Germany" 6 3 9 6 2 9 5 5 9 9
"663" "Kazakhstan" 10 1 10 10 2 10 10 10 10 10
"664" "Netherlands" 7 2 8 6 2 7 6 5 8 8
"665" "Poland" 2 1 10 5 1 10 2 8 10 10
"666" "Romania" 1 1 10 10 1 10 1 1 10 10
"667" "Russia" 5 6 3 4 5 5 5 5 5 5
"668" "Slovenia" 8 5 8 5 8 8 8 8 8 8
"669" "Spain" 1 1 10 10 1 10 10 2 10 10
"670" "Sweden" 5 1 10 10 1 10 1 5 10 10
"671" "Turkey" 5 7 6 6 2 3 7 9 7 10
"672" "Ukraine" 8 4 9 9 5 9 9 6 9 5
"673" "Belarus" 3 1 10 7 5 5 5 5 5 8
"674" "Estonia" 5 7 4 7 9 7 5 9 5 7
"675" "Georgia" 9 9 9 9 9 9 9 9 9 9
"676" "Germany" 7 1 9 8 1 9 7 1 10 10
"677" "Kazakhstan" 6 4 5 7 5 6 7 6 6 8
"678" "Netherlands" 8 5 6 7 5 7 7 6 8 8
"679" "Poland" 5 5 8 8 1 10 6 1 10 9
"680" "Romania" 2 2 2 8 8 2 2 8 9 6
"681" "Russia" 10 1 10 10 8 10 9 10 10 10
"682" "Slovenia" 10 1 10 8 1 8 7 1 10 10
"683" "Spain" 10 10 10 10 1 10 10 10 10 8
"684" "Sweden" 7 2 10 8 1 10 3 2 10 10
"685" "Turkey" 10 4 10 1 3 7 4 8 8 8
"686" "Ukraine" 8 3 10 8 1 9 8 6 8 8
"687" "Belarus" 10 1 10 10 1 1 5 5 10 10
"688" "Estonia" 8 2 8 8 3 9 6 2 10 7
"689" "Georgia" 2 2 10 10 6 8 3 10 8 10
"690" "Germany" 6 1 10 8 1 8 5 1 10 8
"691" "Kazakhstan" 3 4 10 10 9 10 10 4 10 10
"692" "Netherlands" 7 3 8 7 3 7 5 6 9 9
"693" "Poland" 2 7 6 3 7 4 4 5 3 4
"694" "Romania" 6 1 9 8 1 9 7 5 9 10
"695" "Russia" 7 8 7 6 4 5 6 5 5 10
"696" "Slovenia" 10 1 10 10 1 10 5 6 10 10
"697" "Spain" 6 2 6 6 2 9 6 6 9 8
"698" "Sweden" 9 10 10 10 10 10 8 5 10 4
"699" "Turkey" 10 5 9 10 1 2 8 1 9 9
"700" "Ukraine" 10 5 5 9 7 8 9 6 9 6
"701" "Belarus" 3 3 8 5 5 8 5 5 5 2
"702" "Estonia" 3 1 9 5 1 5 2 1 10 9
"703" "Georgia" 5 9 10 7 1 5 3 5 5 10
"704" "Germany" 1 1 10 1 1 2 1 1 10 10
"705" "Kazakhstan" 1 1 10 10 1 10 6 10 10 10
"706" "Netherlands" 8 1 9 9 1 8 2 1 10 10
"707" "Poland" 6 3 10 6 1 10 1 7 10 10
"708" "Romania" 3 6 4 3 2 4 2 4 5 9
"709" "Russia" 10 1 10 10 10 10 10 10 10 5
"710" "Slovenia" 8 1 10 6 1 8 8 8 10 10
"711" "Spain" 8 8 10 10 1 9 10 9 10 10
"712" "Sweden" 6 1 10 5 1 10 1 4 10 10
"713" "Turkey" 6 7 5 8 9 10 7 7 6 7
"714" "Ukraine" 10 1 10 10 7 10 10 1 1 6
"715" "Belarus" 6 3 10 10 1 9 10 5 8 9
"716" "Estonia" 5 4 5 10 1 8 10 4 10 6
"717" "Georgia" 1 5 9 2 2 3 4 7 10 10
"718" "Germany" 4 1 10 8 1 9 8 1 10 10
"719" "Kazakhstan" 7 2 10 10 3 10 3 3 10 10
"720" "Netherlands" 2 1 8 6 1 8 7 1 8 8
"721" "Poland" 1 1 10 8 2 10 1 1 10 10
"722" "Romania" 1 1 9 9 2 9 1 9 9 10
"723" "Russia" 8 7 8 7 5 5 5 5 5 5
"724" "Slovenia" 5 1 10 5 1 10 5 1 10 8
"725" "Spain" 6 4 4 6 7 5 6 4 4 7
"726" "Sweden" 10 7 10 10 4 4 4 2 10 10
"727" "Turkey" 5 5 10 10 1 10 5 5 10 10
"728" "Ukraine" 10 8 9 8 8 8 8 4 9 10
"729" "Belarus" 3 7 10 7 5 10 6 4 8 3
"730" "Estonia" 8 1 10 10 3 9 9 6 3 7
"731" "Georgia" 3 7 5 4 6 3 4 3 5 7
"732" "Germany" 8 2 9 10 1 8 9 2 10 9
"733" "Kazakhstan" 10 1 5 10 1 5 5 8 10 10
"734" "Netherlands" 7 2 10 8 1 10 2 7 10 10
"735" "Poland" 1 1 10 7 3 10 6 6 10 10
"736" "Romania" 1 1 2 2 2 2 2 1 1 10
"737" "Russia" 10 1 10 10 10 5 10 8 10 4
"738" "Slovenia" 5 1 10 10 1 10 10 8 10 7
"739" "Spain" 5 1 5 10 1 5 6 10 10 10
"740" "Sweden" 5 1 10 8 5 8 1 4 8 8
"741" "Turkey" 9 8 9 9 2 5 5 6 5 8
"742" "Ukraine" 9 10 10 1 10 10 6 10 9 9
"743" "Belarus" 8 3 10 9 2 9 3 8 6 8
"744" "Estonia" 8 3 8 9 3 2 8 4 9 7
"745" "Georgia" 9 2 9 9 2 9 2 2 9 10
"746" "Germany" 7 4 10 7 1 10 2 8 10 10
"747" "Kazakhstan" 9 5 8 8 5 8 8 8 9 10
"748" "Netherlands" 7 4 7 7 6 7 5 6 6 8
"749" "Poland" 7 1 10 7 1 10 8 4 10 10
"750" "Romania" 10 4 10 10 1 10 10 10 10 10
"751" "Russia" 9 8 7 6 7 6 6 6 10 9
"752" "Slovenia" 1 7 8 8 1 1 1 1 8 7
"753" "Spain" 9 2 8 8 1 6 8 5 10 9
"754" "Sweden" 6 1 10 5 1 7 2 1 10 10
"755" "Turkey" 2 1 10 10 1 10 10 1 10 10
"756" "Ukraine" 8 2 9 9 3 8 5 2 9 9
"757" "Belarus" 7 4 9 4 5 7 9 8 8 6
"758" "Estonia" 5 3 5 9 8 9 5 5 9 10
"759" "Georgia" 6 3 6 2 2 4 6 6 8 10
"760" "Germany" 8 1 9 8 1 2 7 1 1 10
"761" "Kazakhstan" 1 1 10 1 10 10 10 10 10 10
"762" "Netherlands" 8 1 8 8 1 8 8 8 8 10
"763" "Poland" 7 2 9 10 8 10 10 9 10 9
"764" "Romania" 2 2 10 7 2 10 3 2 10 9
"765" "Russia" 8 3 9 8 4 9 9 9 9 6
"766" "Slovenia" 2 2 10 8 6 2 2 2 8 9
"767" "Spain" 7 3 8 9 2 8 3 3 8 10
"768" "Sweden" 3 1 10 1 1 10 1 1 10 10
"769" "Turkey" 10 5 10 7 6 5 8 2 6 7
"770" "Ukraine" 9 4 10 10 1 10 10 7 10 10
"771" "Belarus" 9 9 8 9 8 7 5 5 5 10
"772" "Estonia" 10 3 5 10 5 10 7 5 10 10
"773" "Georgia" 9 2 5 8 3 9 9 8 9 10
"774" "Germany" 10 1 10 10 1 10 5 1 10 10
"775" "Kazakhstan" 1 2 8 5 5 7 8 5 7 10
"776" "Netherlands" 6 1 10 7 1 9 2 4 10 10
"777" "Poland" 5 5 8 8 1 8 3 5 5 8
"778" "Romania" 1 5 10 10 1 10 10 10 10 10
"779" "Russia" 8 1 10 9 1 10 10 4 10 9
"780" "Slovenia" 4 1 7 5 3 7 3 5 5 10
"781" "Spain" 7 7 8 8 3 7 7 8 9 6
"782" "Sweden" 8 1 10 9 2 10 2 9 10 10
"783" "Turkey" 8 2 8 8 1 10 8 5 10 5
"784" "Ukraine" 10 1 6 10 1 10 8 8 10 1
"785" "Belarus" 10 6 8 5 6 4 6 4 5 6
"786" "Estonia" 8 1 8 7 2 9 9 3 9 9
"787" "Georgia" 5 2 10 10 1 8 8 8 8 10
"788" "Germany" 7 1 10 9 1 10 1 1 3 10
"789" "Kazakhstan" 10 4 10 10 1 10 10 10 10 3
"790" "Netherlands" 4 2 10 4 6 10 3 1 10 9
"791" "Poland" 3 3 6 3 4 4 3 3 8 8
"792" "Romania" 10 10 10 10 10 10 10 10 10 10
"793" "Russia" 5 5 10 10 3 9 9 6 10 10
"794" "Slovenia" 5 1 10 5 1 10 1 1 10 7
"795" "Spain" 9 1 8 9 5 8 9 5 10 8
"796" "Sweden" 10 1 10 10 1 10 5 1 10 10
"797" "Turkey" 5 10 9 10 10 10 10 10 10 10
"798" "Ukraine" 5 2 10 7 7 9 8 9 8 9
"799" "Belarus" 9 2 10 3 1 10 8 9 10 10
"800" "Estonia" 8 1 10 8 1 10 1 1 10 10
"801" "Georgia" 1 1 10 10 2 10 2 5 10 10
"802" "Germany" 6 6 9 7 4 7 7 7 9 9
"803" "Kazakhstan" 1 1 10 10 10 10 10 10 10 10
"804" "Netherlands" 4 3 6 5 1 8 5 5 10 8
"805" "Poland" 4 1 10 5 1 10 3 5 10 10
"806" "Romania" 10 1 10 10 7 10 10 1 10 10
"807" "Russia" 10 1 9 10 3 9 9 9 9 8
"808" "Slovenia" 9 1 10 9 1 10 9 2 10 10
"809" "Spain" 10 6 10 9 9 9 6 8 10 7
"810" "Sweden" 10 1 10 10 1 10 3 3 10 10
"811" "Turkey" 10 9 9 8 1 10 9 9 10 10
"812" "Ukraine" 1 1 10 10 1 1 10 10 10 10
"813" "Belarus" 9 5 8 9 1 3 10 6 10 4
"814" "Estonia" 7 4 9 6 3 6 7 1 9 8
"815" "Georgia" 1 1 10 9 1 10 3 3 10 10
"816" "Germany" 5 5 8 9 5 8 8 6 9 9
"817" "Kazakhstan" 1 10 1 1 1 1 3 2 1 10
"818" "Netherlands" 5 1 9 1 1 10 8 1 10 10
"819" "Poland" 5 3 9 9 3 7 5 5 7 8
"820" "Romania" 4 1 10 10 10 10 9 9 10 10
"821" "Russia" 6 7 7 6 5 6 7 7 7 6
"822" "Slovenia" 6 6 6 5 2 8 2 8 8 9
"823" "Spain" 10 1 10 10 1 10 10 10 10 10
"824" "Sweden" 5 1 10 5 1 9 5 1 10 10
"825" "Turkey" 10 1 10 10 10 10 10 10 10 9
"826" "Ukraine" 8 4 9 9 7 8 9 6 9 7
"827" "Belarus" 3 3 8 8 3 8 8 8 10 5
"828" "Estonia" 1 1 10 10 10 10 4 6 10 8
"829" "Georgia" 3 2 1 2 3 2 4 5 7 7
"830" "Germany" 8 1 10 9 1 10 6 1 10 10
"831" "Kazakhstan" 10 7 9 10 4 9 7 7 10 9
"832" "Netherlands" 8 1 5 7 3 6 7 3 10 8
"833" "Poland" 6 5 9 7 4 8 6 4 10 10
"834" "Romania" 5 1 10 10 10 10 1 10 10 10
"835" "Russia" 6 8 8 9 1 10 4 8 10 7
"836" "Slovenia" 2 2 9 10 6 9 9 10 10 8
"837" "Spain" 7 1 10 10 1 10 7 3 10 8
"838" "Sweden" 3 1 10 3 4 9 2 3 10 10
"839" "Turkey" 8 6 10 9 7 8 8 5 9 9
"840" "Ukraine" 5 1 10 6 1 10 7 5 10 5
"841" "Belarus" 7 5 9 9 5 9 6 6 10 7
"842" "Estonia" 6 3 3 9 4 9 9 9 10 10
"843" "Georgia" 2 2 10 2 1 2 1 5 10 10
"844" "Germany" 9 5 9 10 5 7 9 2 10 4
"845" "Kazakhstan" 1 1 10 1 10 10 1 10 10 10
"846" "Netherlands" 5 1 5 5 5 5 3 5 5 4
"847" "Poland" 2 4 10 10 6 8 10 10 10 8
"848" "Romania" 10 10 10 10 1 10 1 10 4 10
"849" "Russia" 9 3 10 10 5 10 7 7 9 9
"850" "Slovenia" 8 1 10 10 1 10 10 10 10 10
"851" "Spain" 10 1 7 8 1 9 8 5 9 10
"852" "Sweden" 7 1 10 10 1 9 1 1 10 10
"853" "Turkey" 1 2 10 9 1 2 8 7 9 10
"854" "Ukraine" 4 6 5 4 8 8 5 3 5 10
"855" "Belarus" 7 7 6 6 5 5 6 6 10 4
"856" "Estonia" 10 9 10 10 1 10 10 10 10 10
"857" "Georgia" 4 8 10 10 1 9 5 2 10 10
"858" "Germany" 10 2 10 10 1 10 8 2 10 10
"859" "Kazakhstan" 1 1 10 8 1 9 9 9 10 10
"860" "Netherlands" 8 1 10 9 2 10 8 5 10 10
"861" "Poland" 3 1 10 6 1 10 1 1 10 8
"862" "Romania" 5 5 10 5 1 10 5 6 8 10
"863" "Russia" 6 5 6 5 5 4 6 6 6 7
"864" "Slovenia" 4 4 8 2 2 4 6 3 10 8
"865" "Spain" 4 5 10 5 1 10 5 10 10 10
"866" "Sweden" 5 1 10 9 1 10 4 4 10 9
"867" "Turkey" 4 5 8 10 2 8 10 7 10 9
"868" "Ukraine" 10 4 5 6 5 8 5 7 7 8
"869" "Belarus" 3 4 10 10 2 9 7 7 9 9
"870" "Estonia" 7 4 6 8 5 8 5 5 10 7
"871" "Georgia" 4 7 5 3 6 5 3 6 5 7
"872" "Germany" 8 1 10 7 3 8 5 4 8 7
"873" "Kazakhstan" 5 1 8 10 1 10 3 1 5 6
"874" "Netherlands" 10 2 10 10 2 10 4 6 10 10
"875" "Poland" 1 4 10 5 1 10 4 3 10 10
"876" "Romania" 8 1 10 10 10 10 5 2 10 10
"877" "Russia" 5 1 10 5 1 10 5 10 10 10
"878" "Slovenia" 9 5 10 10 3 9 7 5 10 10
"879" "Spain" 3 1 8 5 2 2 2 2 8 9
"880" "Sweden" 8 1 10 7 2 10 1 5 10 10
"881" "Turkey" 5 5 10 10 10 5 10 10 10 10
"882" "Ukraine" 10 7 10 10 8 9 10 9 10 10
"883" "Belarus" 5 5 10 5 10 10 5 5 10 5
"884" "Estonia" 10 7 10 10 2 7 9 1 10 7
"885" "Georgia" 3 3 10 10 10 10 10 10 10 10
"886" "Germany" 5 1 10 5 1 9 3 1 10 9
"887" "Kazakhstan" 3 4 3 7 4 7 5 3 6 8
"888" "Netherlands" 8 1 9 8 3 10 7 2 10 10
"889" "Poland" 5 5 8 5 1 8 5 5 10 8
"890" "Romania" 6 2 2 1 4 1 1 5 1 5
"891" "Russia" 8 2 7 2 3 9 1 4 9 5
"892" "Slovenia" 3 1 8 2 1 8 6 1 8 8
"893" "Spain" 7 7 8 8 3 8 7 6 6 7
"894" "Sweden" 8 1 10 8 2 8 1 1 10 9
"895" "Turkey" 1 1 10 10 1 10 5 1 10 9
"896" "Ukraine" 10 1 10 10 6 10 10 7 10 5
"897" "Belarus" 3 1 8 5 2 9 5 5 9 8
"898" "Estonia" 9 6 9 9 1 10 8 4 10 10
"899" "Georgia" 1 1 10 10 2 10 1 1 10 10
"900" "Germany" 6 3 10 10 1 10 1 4 10 8
"901" "Kazakhstan" 3 5 3 4 4 3 5 5 5 8
"902" "Netherlands" 7 4 8 8 1 7 6 7 9 9
"903" "Poland" 6 6 6 5 5 5 5 5 5 5
"904" "Romania" 9 2 10 10 1 10 7 5 10 10
"905" "Russia" 10 10 10 10 10 10 10 9 10 9
"906" "Slovenia" 8 1 9 9 4 8 3 4 9 8
"907" "Spain" 6 7 9 7 3 6 7 7 10 9
"908" "Sweden" 5 1 10 7 1 10 1 8 10 10
"909" "Turkey" 1 10 10 10 1 10 1 1 10 9
"910" "Ukraine" 9 3 9 9 3 10 8 6 7 7
"911" "Belarus" 9 3 8 8 7 8 9 5 8 9
"912" "Estonia" 8 5 8 8 2 9 4 3 8 7
"913" "Georgia" 10 1 10 10 1 10 1 1 10 10
"914" "Germany" 8 1 10 8 1 10 1 1 10 5
"915" "Kazakhstan" 5 3 5 7 4 8 9 7 8 6
"916" "Netherlands" 7 1 10 7 1 10 7 2 10 10
"917" "Poland" 9 7 8 8 8 9 7 8 8 10
"918" "Romania" 10 10 10 10 10 10 10 10 10 9
"919" "Russia" 2 1 10 2 1 1 2 2 10 7
"920" "Slovenia" 5 1 10 10 10 10 3 1 10 10
"921" "Spain" 4 8 8 8 1 8 8 6 7 7
"922" "Sweden" 6 2 6 10 3 7 2 2 9 9
"923" "Turkey" 5 4 8 9 3 7 8 6 9 4
